"feature","Astro.L1.FGFR3.MT1G","Endo.L2.5.CLDN5","VLMC.L1.3.CYP1B1","Peri.L1.6.MUSTN1","Astro.L1.FGFR3.FOS","Oligo.L4.6.MOBP.COL18A1","OPC.L1.6.MYT1","Micro.L1.6.C1QC","Oligo.L4.6.OPALIN","Astro.L1.6.FGFR3.ETNPPL"
"ADAMTS16",0,0,0,0,0.02125,0,0,0,0,0.024972375
"ADAMTS17",1.2466055,0.023846153,0.782,0,0.46767858,0.21710527,8.030541,0.16871886,0.09640985,6.8606005
"ADAMTS18",0.79,0,0,0,0,0.12539268,0,0,0.002283214,0.010991735
"ADAMTS19",0.18211009,0,0,0,0.010535714,0.28194737,0.05888508,0.03117229,0.07691328,0.11964138
"ADAMTS19-AS1",0,0,0,0,0,0,0,0,0,0
"ADAMTS2",0.10733945,0.06307692,0.0925,0,0.17339286,0.15136126,0.09482818,0.086287744,0.07368254,0.13126028
"ADAMTS20",0.004770642,0,0,0,0,0,0.007646048,0,0,0.028549723
"ADAMTS3",0.021559633,0,0.40125,0,0.081785716,0.04,0.017624784,0.01640071,0,0.08051105
"ADAMTS4",0,0,0,0,0,1.2621579,0,0,0.13307875,0
"ADAMTS5",0,0,0,0,0,0,0,0,0,0
"ADAMTS6",0.19064221,0.50903845,0.34375,0,0.38910714,0.26552632,1.5498449,0.1300356,0.15673535,0.34395027
"ADAMTS7",0,0,0,0,0,0,0,0,0,0
"ADAMTS7P1",0,0,0,0,0,0,0,0,0,0
"ADAMTS7P3",0,0,0,0,0,0,0,0,0,0
"ADAMTS7P4",0,0,0,0,0,0,0,0,0,0
"ADAMTS8",0,0,0,0,0,0,0,0,0,0
"ADAMTS9",0.93220186,0.04519231,0,0,7.0635133,0,0.021051724,0,0,0.036606897
"ADAMTS9-AS1",0,0,0,0,0,0,0,0,0,0
"ADAMTS9-AS2",0.13889909,2.0794232,7.636,7.96625,0.16196428,0.020105263,0.10638699,0,0,0.11821183
"ADAMTSL1",0.71183485,0.49865386,0.44125,0.38375,1.3484211,0.5737895,0.5023965,0.5794484,0.45825914,0.87176794
"ADAMTSL2",0,0,0,0,0,0,0,1.0332918,0,0
"ADAMTSL3",0.30045873,0.17846154,0.51625,0.24,0.5369643,1.0853684,0.16225863,0.14283186,0.49252984,0.28471074
"ADAMTSL4",0,0,0,0,0,0,0,0,0,0
"ADAMTSL4-AS1",0,0,0,0,0,0,0,0,0,0.023875862
"ADAMTSL5",0,0,0,0,0,0,0,0,0,0
"ADAP1",0,0,0,0.020833334,0,1.5578421,0,0,0.7980748,0
"ADAP2",0.031100918,0,0.235,0.6616667,0.11125,0,0,2.9182801,0,0.05359504
"ADAR",0.23055045,0.3876923,1.712,0.36291668,1.0575,0.88578945,0.2130862,0.040925268,0.25179794,0.79325515
"ADARB1",0,0.6732692,0.285,0,0.011964286,0,0,0,0,0.031091161
"ADARB2",0.5847706,0.10057692,0,0.99916667,0.70267856,5.23627,9.639356,0.15746453,5.6025863,0.7492138
"ADARB2-AS1",0,0,0,0,0,0,0,0,0,0
"ADAT1",1.6330137,1.7,2.038,1.6988236,1.8918918,1.8025985,1.4901534,1.8875798,1.8050823,1.7440825
"ADAT2",0,0,0,0,0,0,0,0,0,0
"ADAT3",0,0,0,0,0,0,0,0,0,0
"ADCK1",0.19119266,0.113653846,0.22375,0,0.2705357,0.7354737,0.16158348,0.119414896,0.25945106,0.31401932
"ADCK2",0,0,0,0,0,0,0,0,0,0
"ADCK3",0,0,0,0,0,0,0,0,0,0
"ADCK4",0.068623856,0,0,0,0,0,0,0,0,0.0072827586
"ADCK5",0,0,0,0,0,0,0,0,0,0
"ADCY1",0,0,0,0,0.03245614,0.02163158,1.2603103,0,0,0.026850829
"ADCY10",0.06788991,0.012115384,0,0.082,0.11732143,0.03273684,0.052293103,0.012544484,0.026624406,0.05983471
"ADCY10P1",0,0,0.22,0,0.013928572,0.33810526,0,0,0.065949164,0.02019337
"ADCY2",9.858219,0.24826923,1.288,0.19083333,10.253513,0.43136126,2.6228228,0.31432623,0.31455335,9.567289
"ADCY3",0.20284404,0,4.442,0.15708333,0.14910714,0.25078946,0.023637932,0,0.007281399,0.21770719
"ADCY4",0,0.8473077,0,0,0,0,0,0,0,0
"ADCY5",0,0,0.3175,0.08,0,1.3175789,0.081790015,0,0.98171043,0
"ADCY6",0,0,0,0.8491667,0,0,0.019913793,0,0,0.10839779
"ADCY7",0,0,0,0,0,0,0,1.645826,0,0
"ADCY8",7.062778,0,0,0,8.024055,0,1.1151552,0,0,2.0104697
"ADCY9",1.8463889,0.7375,0.78375,1.7529167,2.0283785,0.6763158,0.948431,0.5355516,0.54653174,2.8523712
"ADCYAP1",0,0,0,0,0,0,0,0,0,0
"ADCYAP1R1",2.733945,0,0,0,5.71,0,0,0,0,2.288467
"ADD1",6.1152053,2.6076922,1.518,0.7395833,4.7010813,4.727244,1.295638,0.32323268,3.3113275,6.6009545
"ADD2",0,0,0,0,0,0,0,0,0,0
"ADD3",9.405,0.20942308,9.31,0.5283333,9.711621,7.219524,7.109665,0.07228723,6.8583293,9.133595
"ADD3-AS1",1.7047707,0,0.15375,0,1.8830357,0,0.0837457,0,0,1.9953315
"ADGB",0,0,0,0.27666667,0,0.08573684,0,0,0,0
"ADGRA1",0,0,0,0,0,0,0.03623064,0,0,0
"ADGRA1-AS1",0,0,0,0,0,0,0,0,0,0
"ADGRA2",0,0.041538462,0.19375,0,0,0,0,0,0,0
"ADGRA3",8.1225,0,0.48875,0,8.547567,0.014105263,0.25681034,0,0,7.034348
"ADGRB1",2.824312,0,0,0,0.043035716,0,1.6341896,0,0,2.4107862
"ADGRB2",0,0,0,0,0,0,0,0,0,0
"ADGRB3",10.947361,0.41038463,0.954,1.81625,10.264865,9.758968,11.013918,0.767242,8.983488,11.213292
"ADGRD1",0,0,4.76,1.2220833,0,0,0,0,0,0
"ADGRD2",0,0,0,0,0,0,0,0,0,0
"ADGRE1",0,0,0,0,0,0,0,0,0,0
"ADGRE2",0.021284403,0,0,0,0.11482143,0.15005264,0,0,0.026470589,0.04218232
"ADGRE3",0.14834863,0.08326923,0,0.11541667,0.27285713,0.24742106,0.1330862,0.15138052,0.11722796,0.3492956
"ADGRE4P",0,0,0,0,0,0,0,0,0,0
"ADGRE5",0,0.0675,0.22625,0,0.044285715,0.12121052,0,0.0104448395,0.04177919,0.032403316
"ADGRF1",0,0,0,0,0,0,0,0,0,0
"ADGRF2",0,0,0,0,0,0,0,0,0,0
"ADGRF3",0.70522934,0.63884616,1.364,0.37083334,1.4710811,0.7987369,0.6604452,0.7414841,0.71481746,1.5024173
"ADGRF4",0,0,0,0,0,0,0,0,0,0
"ADGRF5",0,10.067059,0,2.6395833,0,0,0,0,0,0
"ADGRF5P1",0,0,0,0,0,0,0,0,0,0
"ADGRF5P2",0,0,0,0,0,0,0,0,0,0
"ADGRG1",3.1126606,0,0,0,1.9524561,0,2.7485344,2.0557904,0,5.7214494
"ADGRG2",0,0,0,0,0,0,0,0,0,0
"ADGRG3",0,0,0,0,0,0,0,0,0,0
"ADGRG4",0,0,0,0,0,0,0,0,0,0
"ADGRG5",0,0,0,0,0,0,0,0,0,0
"ADGRG6",0,0,0,0,0,0,0,0,0,0
"ADGRG7",0,0,0,0,0,0,0,0,0,0
"ADGRL1",1.0800917,0.07538462,0.15375,0,1.1723214,0.49426317,1.1486725,0.08393617,0.22237073,1.4115884
"ADGRL2",0.4916514,4.4445715,1.454,3.203125,0.5648214,0.54073685,0.49144578,0.5595737,0.45682034,0.6110425
"ADGRL3",8.979584,0.29442307,1.338,5.598125,7.9545946,8.72063,10.432,0.48677936,7.861449,9.303394
"ADGRL3-AS1",0,0,0,0,0,0,0,0,0,0
"ADGRL4",0,8.157059,0,0,0,0,0,0,0,0
"ADGRV1",12.38375,0.33769232,0.425,0.40916666,12.167106,0.5404737,0.4417324,0.50620997,0.3907607,11.997931
"ADH1A",0,0,0,0,0,0,0,0,0,0
"ADH1B",0,0,0,0,0,0,0,0,0,0
"ADH1C",0,0,0,0,0,0,0,0,0,0
"ADH4",0,0,0,0,0,0,0,0,0,0
"ADH5",0,0,0,0,0,0,0,0,0,0
"ADH5P2",0,0,0,0,0,0,0,0,0,0
"ADH5P3",0,0,0,0,0,0,0,0,0,0
"ADH5P4",0,0,0,0,0,0,0,0,0,0
"ADH6",0,0,0,0,0,0,0,0,0,0
"ADH7",0,0,0,0,0,0,0,0,0,0
"ADHFE1",2.983853,0,0.175,0,2.1114285,0.009947369,0,0,0,3.470373
"ADI1",0.71770644,0,0,0,0.9480357,0.022526316,0,0,0,0.49179557
"ADIG",0,0,0,0,0,0,0,0,0,0
"ADIPOQ",0,0,0,0,0,0,0,0,0,0
"ADIPOQ-AS1",0,0,0,0,0,0,0,0,0,0
"ADIPOR1",0,0,0.0825,0,0,0,0,0,0,0
"ADIPOR1P1",0,0,0,0,0,0,0,0,0,0
"ADIPOR1P2",0,0,0,0,0,0,0,0,0,0
"ADIPOR2",0.26816514,3.84,0.2025,0.053333335,0.14803572,6.7170634,0.092672415,0.108701065,3.5137708,0.619116
"ADIRF",0.31,0,0,3.3733332,0,0,0,0,0,0
"ADK",5.6891665,4.515,8.032,4.506875,6.415946,5.584127,3.8865206,5.1153336,2.3263767,5.246012
"ADM",0,0,0,0,0,0,0,0,0,0
"ADM2",0,0,0,0,0,0,0,0,0,0
"ADM5",0,0,0,0,0,0,0,0,0,0
"ADNP",2.1253636,0.28,1.315,0.48291665,2.4533927,1.6566316,1.4305689,0.4844484,0.8375577,2.5166438
"ADNP-AS1",0,0,0,0,0,0,0,0,0,0
"ADNP2",0,0,0,0,0.038214285,0.12205263,0,0,0,0.025668966
"ADO",0,0,0,0,0,0,0,0,0,0
"ADORA1",0,0,0,0,0,0.04410526,0,0,0.013826571,0
"ADORA2A",0,0,0,0,0,0,0,0,0,0
"ADORA2A-AS1",0.27990827,0.44384617,0.0925,0.34833333,0.37357143,0.35436842,0.21201377,0.37282917,0.24473518,0.43533057
"ADORA2B",0.25321102,0,0,0,0.03375,0,0,0,0,0.75695175
"ADORA2BP1",0,0,0,0,0,0,0,0,0,0
"ADORA3",0,0,0,0,0,0,0,0,0,0
"ADPGK",0,0,0,0,0.0132142855,0,0,0.88706404,0,0.06769337
"ADPGK-AS1",0,0,0,0,0,0,0,0,0,0
"ADPRH",0,0,0,0,0,0,0,0,0,0
"ADPRHL1",0,0,0,0,0,0,0,0,0,0
"ADPRHL2",0,0,0,0,0,0,0,0,0,0
"ADPRM",0,0,0,0,0,0,0,0,0,0
"ADRA1A",2.0334861,0,0,0,6.3475676,0,2.189,0,0,3.3524034
"ADRA1B",0,0,0.14125,0,0,0,0,0,0,0.02878788
"ADRA1D",0,0,0,0,0,0,0,0,0,0
"ADRA2A",0,0,0,0,0,0,0,0,0,0
"ADRA2B",0,0,0,0,0,0,0,0,0,0
"ADRA2C",0,0,0,0,0,0,0,0,0,0
"ADRB1",0,0,0,0,0,0,0,0,0,0
"ADRB2",0,0,0,0,0,0,0,0,0,0
"ADRB3",0,0,0,0,0,0,0,0,0,0
"ADRBK1",0,0,0,0,0,0,0,0.030533807,0,0
"ADRBK2",1.4695413,0.16942307,0.345,1.0991666,0.94125,0.88789475,0.55525863,1.5484548,0.3774463,4.527169
"ADRM1",0,0,0,0,0,0,0,0,0,0
"ADSL",0,0,0,0,0,0,0,0,0,0
"ADSS",0,0,0,0,0,1.3035263,0,0,1.0659809,0
"ADSSL1",0,0,0,0,0,0,0,0,0,0
"ADTRP",0,0,0,0,0,0,0,0,0,0
"AEBP1",1.0823853,0,0,0,5.5586486,0,0,0,0,0
"AEBP2",0.12229358,0.17538461,0.0825,0,0.30491227,0.5983158,0.18684483,0.11208185,0.169642,0.33110496
"AEN",0,0,0,0,0,0,0,0,0,0
"AES",0,0.31423077,0,0.30208334,0,0.06778947,0,0,0,0
"AFAP1",0,0,0.9875,0.0275,0.02125,0.053736843,2.0665174,0,0,0.011104972
"AFAP1-AS1",0,0,0,0,0,0,0,0,0,0
"AFAP1L1",0,0.57403845,0,0,0,0,0,0,0,0
"AFAP1L2",0,2.0136538,0,0.44333333,0,0,2.0210173,0,0,0
"AFF1",5.2279167,6.1491175,5.11,0.32458332,5.2840543,1.3669474,0.9444483,5.6629677,0.5760811,5.521237
"AFF2",0.02,0,0,0,0.18410714,0.024210526,0.10422414,0,0,0.010910345
"AFF3",1.752477,0.79365385,8.398,0.2675,2.8221622,2.8103175,4.77124,0.4312078,0.34648928,0.8508702
"AFF4",1.6866055,2.0980768,7.652,0.27125,2.2655358,2.6441052,1.3929431,0.41459075,1.3091574,3.4929047
"AFG3L1P",0,0,0,0,0.014464286,0.038736843,0,0,0,0.076201655
"AFG3L2",0.30155963,0.17925926,0.0825,0,0.03625,0.13115789,0.12498276,0.0027046264,0.030190779,0.4117127
"AFG3L2P1",0,0,0,0,0,0,0,0,0,0
"AFM",0,0,0,0,0,0,0,0,0,0
"AFMID",0,0,0,0,0,1.354421,0,0,0.85504377,0
"AFP",0,0,0,0,0,0,0,0,0,0
"AFTPH",0.005137615,0.042884614,0,0,0.059107143,0.20205264,0.034086205,0.08024911,0.045302067,0.12264828
"AGA",0,0,0,0,0,0,0,0,0,0
"AGAP1",5.5093055,7.3697057,8.016,7.25,5.402703,9.720625,10.69218,0.9108007,9.94327,5.88222
"AGAP1-IT1",0,0,0,0,0,0,0,0,0,0
"AGAP10P",0,0,0,0,0,0,0,0,0,0
"AGAP11",0,0,0,0,0,0,0,0,0,0
"AGAP2",0,0,0,0.092083335,0,0,0,0,0,0
"AGAP2-AS1",0,0,0,0,0,0,0,0,0,0
"AGAP3",0.0055963304,0.058269233,0.0925,0,0.19785714,0.2986842,0.019381443,0,0.0740175,0.16944827
"AGAP4",0,0,0,0,0.25535715,0.040263157,0.029810345,0,0,0.098301105
"AGAP5",0.05036697,0,0.085,0,0.11071429,0,0,0,0,0.067531034
"AGAP6",0.07834862,0,0,0,0,0.112,0.009982788,0,0,0.18469697
"AGAP7P",0,0,0,0,0,0,0,0,0,0
"AGAP9",0,0,0,0,0,0,0,0,0,0
"AGBL1",0.44381818,0.2635849,0.668,0.18541667,0.56946427,0.7243684,0.5055,0.4117376,0.37753576,0.74531037
"AGBL1-AS1",0,0,0,0,0,0,0,0,0,0
"AGBL2",0.19761468,0.15711538,0,0.08916666,0.40285715,0.31921053,0.18477586,0.19647163,0.20566428,0.33662534
"AGBL3",0.23660551,0,0.18,0.48583335,0.23035714,0.60642105,0.14200343,0.039430603,0.2575179,0.39812154
"AGBL4",5.3861113,0.5246154,3.392,0.46916667,7.590811,1.4729365,3.6384754,1.40952,0.731247,5.713843
"AGBL4-IT1",0,0,0,0,0,0,0,0,0,0
"AGBL5",0.056972478,0,0.0625,0.43875,0.15732142,0.10905263,0,0,0,0.0910221
"AGBL5-AS1",0,0,0,0,0,0,0,0,0,0
"AGER",0,0,0,0,0,0,0,0,0,0
"AGFG1",0.4074312,7.437647,0,0.086666666,1.2401786,2.119737,2.2783132,0.1896975,1.2131557,1.0459586
"AGFG2",0.34733945,0,0.0625,0.04625,2.1167858,0.011578947,0.00908778,0,0,0.35399172
"AGGF1",0,0,0.19,0,0,0.019736841,0,0,0,0.017276479
"AGGF1P1",0,0,0,0,0,0,0,0,0,0
"AGGF1P2",0,0,0,0,0,0,0,0,0,0
"AGGF1P3",0,0,0,0,0,0,0,0,0,0
"AGGF1P4",0,0,0,0,0,0,0,0,0,0
"AGK",0.51302755,0.17173077,0,0.06,1.0080357,1.4669473,0.100534484,0.71891457,0.35815433,0.5397652
"AGKP1",0,0,0,0,0,0,0,0,0,0
"AGL",3.3374312,0,0,0,1.1917857,0.12084211,0.22048275,0,0,2.85366
"AGMAT",0,0,0,0,0,0,0,0,0,0
"AGMO",0,0.023846153,0,0.0275,0,0.18078947,0.07139655,0,0.024932593,0.04435083
"AGO1",0.07431193,0,0,0,0.3392857,0.036210526,0.08015464,0,0.038142856,0.16584827
"AGO2",1.2840368,0.26634616,0.91875,0.49875,1.5989286,2.9206805,0.9037931,0.10816726,1.124523,2.5561655
"AGO3",1.8344036,0.69884616,1.3175,0.31208333,4.142973,3.8680158,3.6867867,0.95254,1.7380986,3.6792355
"AGO4",1.1435779,0.6707692,0.91375,0.31833333,1.4467857,0.4845263,1.226431,1.0011566,0.20775656,1.1594758
"AGPAT1",0,0,0,0,0,0,0,0,0,0
"AGPAT2",0,0,0,0,0,0,0,0,0,0
"AGPAT3",0.5274312,0.36365384,0,0.085,2.2973213,0.31168422,0.100120686,0.119129665,0.20793954,0.86835635
"AGPAT4",0.06779817,0.011923077,0.29875,0,0.12089286,8.807953,0.51324135,0,7.879679,0.019159779
"AGPAT4-IT1",0,0,0,0,0,0.98815787,0,0,0.11938743,0
"AGPAT5",0.11256881,0,0.1075,0,0.33767858,0.019,0.017206896,0,0,0.28917128
"AGPAT5P1",0,0,0,0,0,0,0,0,0,0
"AGPAT6",0,0,0,0,0,0,0,0,0,0
"AGPAT9",0,0,0,0,0.041052632,0.058376964,0.004465517,0.035257548,0.010294352,0.056754142
"AGPS",0.17266054,0,1.20125,0.03,0.084821425,1.3182105,0.13648276,0.09010676,0.13267091,0.13411602
"AGR2",0,0,0,0,0,0,0,0,0,0
"AGR3",0,0,0,0,0,0,0,0,0,0
"AGRN",0,0,0,2.40125,0,0.0027894736,0,0,0,0
"AGRP",0,0,0,0,0,0,0,0,0,0
"AGT",4.5984683,0,0,0,7.7335134,0,0,0,0,2.3114462
"AGTPBP1",0.28146788,2.6367307,0.8325,0,0.37571427,8.3357935,0.7761618,0.25822064,7.469797,0.6953591
"AGTR1",0,0,0,0,0,0,0,0,0,0
"AGTR2",0,0,0,0,0,0,0,0,0,0
"AGTRAP",0,0,0,0,0,0,0,0,0,0
"AGXT",0,0,0,0,0,0,0,0,0,0
"AGXT2",0,0,0,0,0,0,0,0,0,0
"AHCTF1",1.1131192,0.63903844,1.042,0.6116667,1.2921429,0.8725263,0.6025345,0.63044405,0.5617979,1.8729545
"AHCTF1P1",0,0,0,0,0,0,0,0,0,0
"AHCY",0.031376146,0,0,0,0.069107145,0.06989529,0,0,0.016470589,0.030730028
"AHCYL1",8.445139,0,0.655,0,8.869189,0.17226316,0.22160345,0.0009964412,0.06395072,8.363665
"AHCYL2",9.6563015,1.3711538,1.205,0.46166667,9.511621,2.4301586,1.3682759,0.6168683,0.6029889,9.164265
"AHCYP1",0,0,0,0,0,0,0,0,0,0
"AHCYP2",0,0,0,0,0,0,0,0,0,0
"AHCYP3",0,0,0,0,0,0,0,0,0,0
"AHCYP4",0,0,0,0,0,0,0,0,0,0
"AHCYP5",0,0,0,0,0,0,0,0,0,0
"AHCYP6",0,0,0,0,0,0,0,0,0,0
"AHCYP7",0,0,0,0,0,0,0,0,0,0
"AHDC1",0.38229358,0,3.115,0.0275,2.4757142,0.015473684,0.083396554,0,0,1.5750345
"AHI1",8.161944,1.0673077,8.994,3.555,8.794595,8.078125,6.8253093,0.78508896,6.0390735,8.239607
"AHNAK",4.987534,1.0151923,6.062,1.00375,5.7548647,0.39552632,0.2591096,0.21515098,0.21148413,1.4835035
"AHNAK2",0,0,0,0,0,0,0,0,0,0
"AHR",0,0,0,0,0,0,0,0,0,0
"AHRR",0,0,0,0,0,0,0,0,0,0
"AHSA1",0,0,0,0,0.13736843,0.02063158,0,0,0,0
"AHSA2",1.685688,0,0.085,0,1.7898214,1.8736316,0.09677586,0.8432384,1.3558552,2.024394
"AHSG",0,0,0,0,0,0,0,0,0,0
"AHSP",0,0,0,0,0,0,0,0,0,0
"AICDA",0,0,0,0,0,0,0,0,0,0
"AIDA",0,0,0,0,0,0,0,0,0,0
"AIF1",0,0,0,0,0,0,0,1.536548,0,0
"AIF1L",0.12486239,1.1475,0.0825,0,0.02,0.9313158,0,0,0.4046619,0.00069060776
"AIFM1",0,0,0,0,0,0.07836842,0,0,0,0.05729655
"AIFM1P1",0,0,0,0,0,0,0,0,0,0
"AIFM2",0,0,0,0,0,0,0,0,0,0
"AIFM3",1.2735779,0,0,0,1.7148215,0,0,0,0,3.585531
"AIG1",1.6758716,0.07480769,6.726,1.1625,1.5669643,3.0447369,1.5680517,1.4022242,1.2355679,2.5371861
"AIM1",0.07055046,0.22076923,0.145,0.1276,0.14767857,0.13642105,0.09347079,0.12379003,0.11679111,0.22689655
"AIM1L",0.08834863,0.012307692,0.1775,0.108333334,0.08464286,0.11157068,0.03657487,0.08464413,0.074081145,0.084148355
"AIM2",0,0,0,0,0,0,0,0,0,0
"AIMP1",0,0,0,0,0.059821427,0.16142105,0,0,0,0.009820689
"AIMP1P1",0,0,0,0,0,0,0,0,0,0
"AIMP1P2",0,0,0,0,0,0,0,0,0,0
"AIMP2",0,0,0,0,0,0,0,0,0,0
"AIP",0,0,0,0,0,0,0,0,0,0
"AIPL1",0,0,0,0,0,0,0,0,0,0
"AIRE",0,0,0,0,0,0,0,0,0,0
"AIRN",0,0,0,0,0,0,0,0,0,0
"AJAP1",0,0,0,0,0,0.0028947368,0,0,0,0
"AJUBA",0,0,0,0,0,0,0,0,0,0
"AK1",0.016880734,0,0,0,0.5469643,0,0,0,0,0
"AK2",0.010091743,0,0,0,0.033928573,0.0791579,0,0,0,0.060868967
"AK2P1",0,0,0,0,0,0,0,0,0,0
"AK2P2",0,0,0,0,0,0,0,0,0,0
"AK3",2.0369725,0.094038464,0.3975,0,2.6805358,1.9875263,0.36489657,0,0.3050199,2.460594
"AK3P2",0,0,0,0,0,0,0,0,0,0
"AK3P3",0,0,0,0,0,0,0,0,0,0
"AK3P4",0,0,0,0,0,0,0,0,0,0
"AK3P5",0,0,0,0,0,0,0,0,0,0
"AK3P6",0,0,0,0,0,0,0,0,0,0
"AK4",0.1561468,0,0.34375,0,0.07535715,0.029947368,0.008284735,0,0,1.3531637
"AK4P1",0,0,0,0,0,0,0,0,0,0
"AK4P2",0,0,0,0,0,0,0,0,0,0
"AK4P3",0,0,0,0,0,0,0,0,0,0
"AK4P4",0,0,0,0,0,0,0,0,0,0
"AK4P5",0,0,0,0,0,0,0,0,0,0
"AK4P6",0,0,0,0,0,0,0,0,0,0
"AK5",0.09477064,0.05962264,2.17875,0.14541666,0.15298246,9.122205,0.5727586,0.08148148,9.50025,0.17005517
"AK6",0,0,0,0,0,0,0,0,0,0
"AK7",0.015229357,0.11673077,0.28125,0.025416667,0.1325,0.17426316,0.045652922,0.077491105,0.105564386,0.13587016
"AK8",0.04853211,0.025576923,0.155,0,0.11053571,0.10610526,0.049810346,0,0,0.18903714
"AK9",0.91045874,0.67365384,1.386,0.29291666,2.7043242,1.2433684,0.62731034,0.72786474,0.6159603,1.5774174
"AKAP1",0,0,0,0,0,0,0,0,0,0.018936465
"AKAP10",1.3486239,0.5921154,1.00375,0.20083334,1.0985714,1.6736126,0.5263276,1.4672242,0.64306283,1.928605
"AKAP11",0.30871558,0.012115384,0,0,0.74785715,1.6811519,0.1237931,0,0.14200477,0.65683705
"AKAP12",0.26798165,0.6726923,0.7775,0.15083334,0.39982456,0.14602095,0.9803276,0.08201068,0.07343924,1.5634345
"AKAP13",4.5605555,2.642353,8.526,3.84875,5.094865,0.7061053,2.833902,8.878128,0.44118348,4.818095
"AKAP14",0,0,0,0,0.061428573,0.04363158,0,0,0,0.012255846
"AKAP17A",0,0,0,0,0,0,0,0,0,0
"AKAP17BP",0,0,0,0,0,0,0,0,0,0
"AKAP2",0,0,0,0,0,0,0,0,0,0
"AKAP3",0,0,0,0,0,0,0,0,0,0
"AKAP4",0,0,0,0,0,0,0,0,0,0
"AKAP5",0,0,0,0,0,0,0,0,0,0
"AKAP6",7.517778,0.18846154,0.802,0.4825,8.264324,10.157381,8.415219,0.36211744,10.032902,3.5401032
"AKAP7",1.2802752,0.023773585,9.348,0,1.2598214,0.8557895,1.2161207,0.081012435,0.16385533,2.7684138
"AKAP8",0.05,0,0,0,0.20303571,0.019578947,0,0,0,0.27509668
"AKAP8L",1.1548182,0.15153846,0.335,0.18041667,1.95625,0.66957897,0.16379724,0.15478648,0.18923628,2.0236967
"AKAP8P1",0,0,0,0,0,0,0,0,0,0
"AKAP9",7.0833335,5.6320586,3.944,4.694375,6.258919,7.450873,6.35124,2.2877088,5.5681863,7.6691117
"AKIP1",0,0,0,0,0,0,0,0,0,0
"AKIRIN1",0,0,0.10625,0,0,0.3015263,0,0,0,0.0075414362
"AKIRIN1P1",0,0,0,0,0,0,0,0,0,0
"AKIRIN2",0,0,0,0,0.035714287,0.019210527,0,0,0,0.07405517
"AKIRIN2P1",0,0,0,0,0,0,0,0,0,0
"AKNA",0,0,0,0,0,0,0.027017241,0.07855872,0,0
"AKNAD1",0,0,0,0,0.020701755,0,0,0,0,0
"AKR1A1",0.13220184,0,0.16875,0,0.07482143,0.18526316,0.015568965,0.1905872,0.027222222,0.09064828
"AKR1B1",0,0,0,0,0,0,0,0,0,0
"AKR1B10",0,0,0,0,0,0,0,0,0,0
"AKR1B10P1",0,0,0,0,0,0,0,0,0,0
"AKR1B10P2",0,0,0,0,0,0,0,0,0,0
"AKR1B15",0,0,0,0,0,0,0,0,0,0
"AKR1B1P1",0,0,0,0,0,0,0,0,0,0
"AKR1B1P2",0,0,0,0,0,0,0,0,0,0
"AKR1B1P3",0,0,0,0,0,0,0,0,0,0
"AKR1B1P4",0,0,0,0,0,0,0,0,0,0
"AKR1B1P5",0,0,0,0,0,0,0,0,0,0
"AKR1B1P6",0,0,0,0,0,0,0,0,0,0
"AKR1B1P7",0,0,0,0,0,0,0,0,0,0
"AKR1B1P8",0,0,0,0,0,0,0,0,0,0
"AKR1C1",0,0,4.868,0,0,0,0,0,0,0
"AKR1C2",0,0,8.228,0,0,0,0,0,0,0
"AKR1C3",0,0,0,0,0,0,0,0,0,0
"AKR1C4",0,0,0,0,0,0,0,0,0,0
"AKR1C6P",0,0,0,0,0,0,0,0,0,0
"AKR1C7P",0,0,0,0,0,0,0,0,0,0
"AKR1C8P",0,0,0,0,0,0,0,0,0,0
"AKR1D1",0,0,0,0,0,0,0,0,0,0
"AKR1D1P1",0,0,0,0,0,0,0,0,0,0
"AKR1E2",0,0,0,0,0,0,0,0,0,0
"AKR7A2",0,0,0,0,0.024107143,0,0,0,0,0
"AKR7A2P1",0,0,0,0,0,0,0,0,0,0
"AKR7A3",0,0,0,0,0,0,0,0,0,0
"AKR7L",0,0,0,0,0,0,0,0,0,0
"AKT1",0,0,0,0,0,0,0,0,0,0
"AKT1S1",0,0,0,0,0,0,0,0,0,0
"AKT2",0.8743119,0,0.32125,0,2.2944643,0.5904211,0.80791736,0,0.25498012,2.4165978
"AKT3",7.766389,9.45,9.564,7.2811766,7.4164863,8.162284,9.005308,6.7974133,6.9900236,8.577975
"AKTIP",0,0,0,0,0,0,0,0,0,0
"ALAD",0.50477064,0,0,0,1.2903571,0.010104712,0,0,0,0.14198895
"ALAS1",0,0,0,0,0,0,0,0,0,0
"ALAS2",0,0,0,0,0,0,0,0,0,0
"ALB",0,0,0,0,0,0,0,0,0,0
"ALCAM",6.4346576,0.025384616,0,0.16,4.8629727,9.508347,9.423969,0.2619395,9.820961,7.9819627
"ALDH16A1",0,0,0,0,0,0,0,0,0,0.07115385
"ALDH18A1",0,0,0,0,0,0,0,0,0,0
"ALDH1A1",0,0,0.10625,0,0,0,0,0,0,0
"ALDH1A2",0,0,7.416,0,0,0,0,0,0,0
"ALDH1A3",0,0,0,0,0,0,0.012293103,0,0,0
"ALDH1B1",0,0,0,0,0,0,0,0,0,0
"ALDH1L1",1.7325689,0,0,0,2.5448215,0,0,0,0,5.4559627
"ALDH1L1-AS1",0,0,0,0,0,0,0,0,0,0
"ALDH1L1-AS2",0,0,0,0,0,0,0,0,0,0
